from,to,cost
52652,52787,308.5503162682006
52652,52797,392.0096932478304
52652,52881,345.3763078530614
52652,52884,443.54847440832077
52652,52885,367.79981500781616
52652,52895,477.13845579469944
52652,52896,441.67688171022485
52652,52978,475.4197407376066
52652,52980,436.91060535762625
52652,52981,467.3113505336851
52652,52982,494.3770616270668
52652,52983,494.4499008880372
52652,52984,466.5131495016518
52652,52985,488.8415155024673
52652,52986,521.266351197791
52652,52988,513.2671589177916
52652,52993,567.9783483454013
52652,52995,547.019297408735
52652,52996,588.1732203262288
52652,52998,560.6402112981142
52652,53821,677.303414293971
52652,53829,755.6801214612259
52652,53906,623.5689678113322
52652,53908,614.2423404766702
52652,53915,688.5269450099368
52652,53917,669.4821111216913
52652,53923,748.9679113010799
52652,53924,789.6632675691139
52652,53925,717.8577132649293
52652,53926,751.4552613325028
52652,53927,708.9692787634687
52652,53928,730.6269224613721
52652,53930,737.8242749768837
52652,53934,773.0761650745222
52652,53935,822.8667682533767
52652,53937,783.6441929772649
52652,56071,538.526054979298
52652,56074,587.9333258737305
52652,56080,510.3091287024663
52652,56081,558.8719715820266
52652,56082,577.1774840915251
52652,56084,616.8215599101935
52652,56091,600.3544169339234
52652,56092,597.3809819315386
52652,56093,615.6597166405908
52652,56094,694.2716018680705
52652,56095,670.9638018448873
52652,56096,756.9330035926031
52652,56192,788.347970453709
52652,57001,658.8243665922059
52652,57002,670.463990503361
52652,57004,633.9577100885284
52652,57006,698.6368503879834
52652,57007,699.1393013161193
52652,57008,719.1265583029208
52652,57011,710.5295039501818
52652,57012,696.192693073141
52652,57014,706.9351980432874
52652,57102,767.4778682810946
52652,57105,798.4430008463273
52652,57110,785.7255029742058
52652,57111,787.1016678655905
52656,52674,102.86106026956212
52656,52679,171.55768130174366
52656,52681,198.05822336878106
52656,52784,211.55092514331398
52656,52787,226.37184483148695
52656,52797,316.31141932131055
52656,52881,263.14967795556936
52656,52884,360.8603560227718
52656,52885,284.44455119062246
52656,52895,398.79664658066065
52656,52896,360.94421666412995
52656,52978,390.1552574329211
52656,52980,351.17592194786323
52656,52981,381.32467243842683
52656,52982,408.38571028580316
52656,52983,410.44247307061397
52656,52984,380.3196640600463
52656,52985,402.65689492903965
52656,52986,435.5451687247155
52656,52988,427.35525976569664
52656,52993,485.97716413587597
52656,52995,463.3490011648459
52656,52996,504.9137278709564
52656,52998,475.0699350531628
52656,53821,608.4187015549116
52656,53829,684.170771435079
52656,53906,542.8456854405657
52656,53908,531.0132949839004
52656,53915,610.8245150068904
52656,53917,588.5001097293188
52656,53923,675.1121619948176
52656,53924,712.2777810024392
52656,53925,642.3979290559458
52656,53926,674.6906491037117
52656,53927,629.4377293431759
52656,53928,652.6831988202109
52656,53930,669.907222784667
52656,53934,700.5087933789637
52656,53935,749.6638411256141
52656,53937,709.3776632813431
52656,56071,454.15349580116464
52656,56074,505.94637474691467
52656,56080,424.51553548571417
52656,56081,472.7871260659074
52656,56082,491.0457790790712
52656,56084,531.3329044223786
52656,56091,514.7921707134983
52656,56092,512.3390227382065
52656,56093,529.4549740116729
52656,56094,608.0564201679462
52656,56095,584.7720029875095
52656,56096,670.7591891491519
52656,56192,702.1757352871715
52656,57001,574.5740703518841
52656,57002,587.1560566488084
52656,57004,548.8408777052608
52656,57006,614.8515293097068
