新疆,166.49
西藏,122.84
内蒙古,118.3
青海,72.23
四川,48.6
黑龙江,47.3
甘肃,42.59
云南,39.41
广西,23.76
湖南,21.18
陕西,20.56
河北,18.88
吉林,18.74
湖北,18.59
广东,17.97
贵州,17.62
河南,16.7
江西,16.69
山东,15.79
山西,15.67
辽宁,14.8
安徽,14.01
福建,12.14
江苏,10.72
浙江,10.18
重庆,8.24
宁夏,6.64
台湾,3.62
海南,3.54
北京,1.641
天津,1.197
上海,0.6341
香港,0.1106
澳门,0.00328
