北京市,33105.97
天津市,13362.92
河北省,32494.61
山西省,15958.13
内蒙古自治区,16140.76
辽宁省,23510.54
吉林省,11253.81
黑龙江省,12846.48
上海市,36011.82
江苏省,93207.55
浙江省,58002.84
安徽省,34010.91
福建省,38687.77
江西省,22716.51
山东省,66648.87
河南省,49935.90
湖北省,42021.95
湖南省,36329.68
广东省,99945.22
广西壮族自治区,19627.81
海南省,4910.69
重庆市,21588.80
四川省,42902.10
贵州省,15353.21
云南省,20880.63
西藏自治区,1548.39
陕西省,23941.88
甘肃省,8104.07
青海省,2748.00
宁夏回族自治区,3510.21
新疆维吾尔自治区,12809.39
