浑南区,210112,Hunnan Qu,hnq,HunnanQu
沈北新区,210113,Shenbei Xinqu,sbxq,ShenbeiXinQu
于洪区,210114,Yuhong Qu,yhq,YuhongQu
辽中区,210115,Liaozhong Qu,lzq,LiaozhongQu
新民市,210181,Xinmin Shi,xms,XinminShi
康平县,210123,Kangping Xian,kpx,KangpingXian
法库县,210124,Faku Xian,fkx,FakuXian
大连市,210200,Dalian Shi,dls,DalianShi
西岗区,210203,Xigang Qu,xgq,XigangQu
中山区,210202,Zhongshan Qu,zsq,ZhongshanQu
沙河口区,210204,Shahekou Qu,shkq,ShahekouQu
甘井子区,210211,Ganjingzi Qu,gjzq,GanjingziQu
旅顺口区,210212,L眉shunkou Qu,lskq,L眉shunkouQu
金州区,210213,Jinzhou Qu,jzq,JinzhouQu
瓦房店市,210281,Wafangdian Shi,wfds,WafangdianShi
普兰店区,210214,Pulandian Qu,pldq,PulandianQu
庄河市,210283,Zhuanghe Shi,zhs,ZhuangheShi
长海县,210224,Changhai Xian,chx,ChanghaiXian
鞍山市,210300,Anshan Shi,ass,AnshanShi
铁东区,210302,Tiedong Qu,tdq,TiedongQu
铁西区,210303,Tiexi Qu,txq,TiexiQu
立山区,210304,Lishan Qu,lsq,LishanQu
千山区,210311,Qianshan Qu,qsq,QianshanQu
海城市,210381,Haicheng Shi,hcs,HaichengShi
台安县,210321,Tai&#39;an Xian,tax,TaianXian
岫岩满族自治县,210323,Xiuyan Manzu Zizhixian,xymzzzx,XiuyanManzuZizhixian
抚顺市,210400,Fushun Shi,fss,FushunShi
顺城区,210411,Shuncheng Qu,scq,ShunchengQu
新抚区,210402,Xinfu Qu,xfq,XinfuQu
东洲区,210403,Dongzhou Qu,dzq,DongzhouQu
望花区,210404,Wanghua Qu,whq,WanghuaQu
抚顺县,210421,Fushun Xian,fsx,FushunXian
新宾满族自治县,210422,Xinbin Manzu Zizhixian,xbmzzzx,XinbinManzuZizhixian
清原满族自治县,210423,Qingyuan Manzu Zizhixian,qymzzzx,QingyuanManzuZizhixian
本溪市,210500,Benxi Shi,bxs,BenxiShi
平山区,210502,Pingshan Qu,psq,PingshanQu
溪湖区,210503,Xihu Qu,xhq,XihuQu
明山区,210504,Mingshan Qu,msq,MingshanQu
南芬区,210505,Nanfen Qu,nfq,NanfenQu
本溪满族自治县,210521,Benxi Manzu Zizhixian,bxmzzzx,BenxiManzuZizhixian
桓仁满族自治县,210522,Huanren Manzu Zizhixian,hrmzzzx,HuanrenManzuZizhixian
丹东市,210600,Dandong Shi,dds,DandongShi
振兴区,210603,Zhenxing Qu,zxq,ZhenxingQu
元宝区,210602,Yuanbao Qu,ybq,YuanbaoQu
振安区,210604,Zhen&#39;an Qu,zaq,ZhenanQu
东港市,210681,Donggang Shi,dgs,DonggangShi
凤城市,210682,Fengcheng Shi,fcs,FengchengShi
宽甸满族自治县,210624,Kuandian Manzu Zizhixian,kdmzzzx,KuandianManzuZizhixian
锦州市,210700,Jinzhou Shi,jzs,JinzhouShi
太和区,210711,Taihe Qu,thq,TaiheQu
古塔区,210702,Guta Qu,gtq,GutaQu
凌河区,210703,Linghe Qu,lhq,LingheQu
凌海市,210781,Linghai Shi,lhs,LinghaiShi
北镇市,210782,Beizhen Shi,bzs,BeizhenShi
黑山县,210726,Heishan Xian,hsx,HeishanXian
义县,210727,Yi Xian,yx,YiXian
营口市,210800,Yingkou Shi,yks,YingkouShi
站前区,210802,Zhanqian Qu,zqq,ZhanqianQu
西市区,210803,Xishi Qu,xsq,XishiQu
鲅鱼圈区,210804,Bayuquan Qu,byqq,BayuquanQu
老边区,210811,Laobian Qu,lbq,LaobianQu
盖州市,210881,Gaizhou Shi,gzs,GaizhouShi
大石桥市,210882,Dashiqiao Shi,dsqs,DashiqiaoShi
阜新市,210900,Fuxin Shi,fxs,FuxinShi
细河区,210911,Xihe Qu,xhq,XiheQu
海州区,210902,Haizhou Qu,hzq,HaizhouQu
新邱区,210903,Xinqiu Qu,xqq,XinqiuQu
太平区,210904,Taiping Qu,tpq,TaipingQu
清河门区,210905,Qinghemen Qu,qhmq,QinghemenQu
彰武县,210922,Zhangwu Xian,zwx,ZhangwuXian
阜新蒙古族自治县,210921,Fuxin Mengguzu Zizhixian,fxmgzzzx,FuxinMengguzuZizhixian
辽阳市,211000,Liaoyang Shi,lys,LiaoyangShi
白塔区,211002,Baita Qu,btq,BaitaQu
文圣区,211003,Wensheng Qu,wsq,WenshengQu
宏伟区,211004,Hongwei Qu,hwq,HongweiQu
弓长岭区,211005,Gongchangling Qu,gclq,GongchanglingQu
太子河区,211011,Taizihe Qu,tzhq,TaiziheQu
灯塔市,211081,Dengta Shi,dts,DengtaShi
辽阳县,211021,Liaoyang Xian,lyx,LiaoyangXian
盘锦市,211100,Panjin Shi,pjs,PanjinShi
兴隆台区,211103,Xinglongtai Qu,xltq,XinglongtaiQu
双台子区,211102,Shuangtaizi Qu,stzq,ShuangtaiziQu
大洼区,211104,Dawa Qu,dwq,DawaQu
盘山县,211122,Panshan Xian,psx,PanshanXian
铁岭市,211200,Tieling Shi,tls,TielingShi
银州区,211202,Yinzhou Qu,yzq,YinzhouQu
清河区,211204,Qinghe Qu,qhq,QingheQu
调兵山市,211281,Diaobingshan Shi,dbss,DiaobingshanShi
开原市,211282,Kaiyuan Shi,kys,KaiyuanShi
铁岭县,211221,Tieling Xian,tlx,TielingXian
西丰县,211223,Xifeng Xian,xfx,XifengXian
昌图县,211224,Changtu Xian,ctx,ChangtuXian
朝阳市,211300,Chaoyang Shi,cys,ChaoyangShi
双塔区,211302,Shuangta Qu,stq,ShuangtaQu
龙城区,211303,Longcheng Qu,lcq,LongchengQu
北票市,211381,Beipiao Shi,bps,BeipiaoShi
凌源市,211382,Lingyuan Shi,lys,LingyuanShi
朝阳县,211321,Chaoyang Xian,cyx,ChaoyangXian
建平县,211322,Jianping Xian,jpx,JianpingXian
喀喇沁左翼蒙古族自治县,211324,Kalaqin Zuoyi Mengguzu Zizhixian,klqzymgzzzx,KalaqinzuoyiMengguzuZizhixian
葫芦岛市,211400,Huludao Shi,hlds,HuludaoShi
龙港区,211403,Longgang Qu,lgq,LonggangQu
连山区,211402,Lianshan Qu,lsq,LianshanQu
南票区,211404,Nanpiao Qu,npq,NanpiaoQu
兴城市,211481,Xingcheng Shi,xcs,XingchengShi
绥中县,211421,Suizhong Xian,szx,SuizhongXian
建昌县,211422,Jianchang Xian,jcx,JianchangXian
吉林省,220000,Jilin Sheng,jls,JilinSheng
长春市,220100,Changchun Shi,ccs,ChangchunShi
南关区,220102,Nanguan Qu,ngq,NanguanQu
宽城区,220103,Kuancheng Qu,kcq,KuanchengQu
朝阳区,220104,Chaoyang Qu,cyq,ChaoyangQu
二道区,220105,Erdao Qu,edq,ErdaoQu
绿园区,220106,L眉yuan Qu,lyq,L眉yuanQu
双阳区,220112,Shuangyang Qu,syq,ShuangyangQu
九台区,220113,Jiutai Qu,jtq,JiutaiQu
榆树市,220182,Yushu Shi,yss,YushuShi
德惠市,220183,Dehui Shi,dhs,DehuiShi
农安县,220122,Nong&#39;an Xian,nax,NonganXian
吉林市,220200,Jilin Shi,jls,JilinShi
船营区,220204,Chuanying Qu,cyq,ChuanyingQu
昌邑区,220202,Changyi Qu,cyq,ChangyiQu
龙潭区,220203,Longtan Qu,ltq,LongtanQu
丰满区,220211,Fengman Qu,fmq,FengmanQu
蛟河市,220281,Jiaohe Shi,jhs,JiaoheShi
桦甸市,220282,Huadian Shi,hds,HuadianShi
舒兰市,220283,Shulan Shi,sls,ShulanShi
磐石市,220284,Panshi Shi,pss,PanshiShi
永吉县,220221,Yongji Xian,yjx,YongjiXian
四平市,220300,Siping Shi,sps,SipingShi
铁西区,220302,Tiexi Qu,txq,TiexiQu
铁东区,220303,Tiedong Qu,tdq,TiedongQu
公主岭市,220381,Gongzhuling Shi,gzls,GongzhulingShi
双辽市,220382,Shuangliao Shi,sls,ShuangliaoShi
梨树县,220322,Lishu Xian,lsx,LishuXian
伊通满族自治县,220323,Yitong Manzu Zizhixian,ytmzzzx,YitongManzuZizhixian
辽源市,220400,Liaoyuan Shi,lys,LiaoyuanShi
龙山区,220402,Longshan Qu,lsq,LongshanQu
西安区,220403,Xi&#39;an Qu,xaq,XianQu
东丰县,220421,Dongfeng Xian,dfx,DongfengXian
东辽县,220422,Dongliao Xian,dlx,DongliaoXian
通化市,220500,Tonghua Shi,ths,TonghuaShi
东昌区,220502,Dongchang Qu,dcq,DongchangQu
二道江区,220503,Erdaojiang Qu,edjq,ErdaojiangQu
梅河口市,220581,Meihekou Shi,mhks,MeihekouShi
集安市,220582,Ji&#39;an Shi,jas,JianShi
通化县,220521,Tonghua Xian,thx,TonghuaXian
辉南县,220523,Huinan Xian,hnx,HuinanXian
柳河县,220524,Liuhe Xian,lhx,LiuheXian
白山市,220600,Baishan Shi,bss,BaishanShi
浑江区,220602,Hunjiang Qu,hjq,HunjiangQu
江源区,220605,Jiangyuan Qu,jyq,JiangyuanQu
临江市,220681,Linjiang Shi,ljs,LinjiangShi
抚松县,220621,Fusong Xian,fsx,FusongXian
靖宇县,220622,Jingyu Xian,jyx,JingyuXian
长白朝鲜族自治县,220623,Changbai Chaoxianzu Zizhixian,cbcxzzzx,ChangbaiChaoxianzuZizhixian
松原市,220700,Songyuan Shi,sys,SongyuanShi
宁江区,220702,Ningjiang Qu,njq,NingjiangQu
扶余市,220781,Fuyu Shi,fys,FuyuShi
长岭县,220722,Changling Xian,clx,ChanglingXian
乾安县,220723,Qian&#39;an Xian,qax,QiananXian
前郭尔罗斯蒙古族自治县,220721,Qian Guo&#39;erluosi Mengguzu Zizhixian,qgelsmgzzzx,QianguoerluosiMengguzuZizhixian
白城市,220800,Baicheng Shi,bcs,BaichengShi
洮北区,220802,Taobei Qu,tbq,TaobeiQu
洮南市,220881,Taonan Shi,tns,TaonanShi
大安市,220882,Da&#39;an Shi,das,DaanShi
镇赉县,220821,Zhenlai Xian,zlx,ZhenlaiXian
通榆县,220822,Tongyu Xian,tyx,TongyuXian
延边朝鲜族自治州,222400,Yanbian Chaoxianzu Zizhizhou,ybcxzzzz,YanbianChaoxianzuZizhizhou
延吉市,222401,Yanji Shi,yjs,YanjiShi
图们市,222402,Tumen Shi,tms,TumenShi
敦化市,222403,Dunhua Shi,dhs,DunhuaShi
珲春市,222404,Hunchun Shi,hcs,HunchunShi
龙井市,222405,Longjing Shi,ljs,LongjingShi
和龙市,222406,Helong Shi,hls,HelongShi
汪清县,222424,Wangqing Xian,wqx,WangqingXian
安图县,222426,Antu Xian,atx,AntuXian
黑龙江省,230000,Heilongjiang Sheng,hljs,HeilongjiangSheng
哈尔滨市,230100,Ha&#39;erbin Shi,hebs,HaerbinShi
松北区,230109,Songbei Qu,sbq,SongbeiQu
道里区,230102,Daoli Qu,dlq,DaoliQu
南岗区,230103,Nangang Qu,ngq,NangangQu
道外区,230104,Daowai Qu,dwq,DaowaiQu
平房区,230108,Pingfang Qu,pfq,PingfangQu
香坊区,230110,Xiangfang Qu,xfq,XiangfangQu
呼兰区,230111,Hulan Qu,hlq,HulanQu
阿城区,230112,Acheng Qu,acq,AchengQu
双城区,230113,Shuangcheng Qu,scq,ShuangchengQu
尚志市,230183,Shangzhi Shi,szs,ShangzhiShi
五常市,230184,Wuchang Shi,wcs,WuchangShi
依兰县,230123,Yilan Xian,ylx,YilanXian
方正县,230124,Fangzheng Xian,fzx,FangzhengXian
宾县,230125,Bin Xian,bx,BinXian
巴彦县,230126,Bayan Xian,byx,BayanXian
木兰县,230127,Mulan Xian,mlx,MulanXian
通河县,230128,Tonghe Xian,thx,TongheXian
延寿县,230129,Yanshou Xian,ysx,YanshouXian
齐齐哈尔市,230200,Qiqiha&#39;er Shi,qqhes,QiqihaerShi
建华区,230203,Jianhua Qu,jhq,JianhuaQu
龙沙区,230202,Longsha Qu,lsq,LongshaQu
铁锋区,230204,Tiefeng Qu,tfq,TiefengQu
昂昂溪区,230205,Ang&#39;angxi Qu,aaxq,AngangxiQu
富拉尔基区,230206,Fula&#39;erji Qu,flejq,FulaerjiQu
碾子山区,230207,Nianzishan Qu,nzsq,NianzishanQu
梅里斯达斡尔族区,230208,Meilisi Dawo&#39;erzu Qu,mlsdwezq,MeilisiDawoerzuQu
讷河市,230281,Nehe Shi,nhs,NeheShi
龙江县,230221,Longjiang Xian,ljx,LongjiangXian
依安县,230223,Yi&#39;an Xian,yax,YianXian
泰来县,230224,Tailai Xian,tlx,TailaiXian
甘南县,230225,Gannan Xian,gnx,GannanXian
富裕县,230227,Fuyu Xian,fyx,FuyuXian
克山县,230229,Keshan Xian,ksx,KeshanXian
克东县,230230,Kedong Xian,kdx,KedongXian
拜泉县,230231,Baiquan Xian,bqx,BaiquanXian
鸡西市,230300,Jixi Shi,jxs,JixiShi
鸡冠区,230302,Jiguan Qu,jgq,JiguanQu
恒山区,230303,Hengshan Qu,hsq,HengshanQu
滴道区,230304,Didao Qu,ddq,DidaoQu
梨树区,230305,Lishu Qu,lsq,LishuQu
城子河区,230306,Chengzihe Qu,czhq,ChengziheQu
麻山区,230307,Mashan Qu,msq,MashanQu
虎林市,230381,Hulin Shi,hls,HulinShi
密山市,230382,Mishan Shi,mss,MishanShi
鸡东县,230321,Jidong Xian,jdx,JidongXian
鹤岗市,230400,Hegang Shi,hgs,HegangShi
向阳区,230402,Xiangyang Qu,xyq,XiangyangQu
工农区,230403,Gongnong Qu,gnq,GongnongQu
南山区,230404,Nanshan Qu,nsq,NanshanQu
兴安区,230405,Xing&#39;an Qu,xaq,XinganQu
东山区,230406,Dongshan Qu,dsq,DongshanQu
兴山区,230407,Xingshan Qu,xsq,XingshanQu
萝北县,230421,Luobei Xian,lbx,LuobeiXian
绥滨县,230422,Suibin Xian,sbx,SuibinXian
双鸭山市,230500,Shuangyashan Shi,syss,ShuangyashanShi
尖山区,230502,Jianshan Qu,jsq,JianshanQu
岭东区,230503,Lingdong Qu,ldq,LingdongQu
四方台区,230505,Sifangtai Qu,sftq,SifangtaiQu
宝山区,230506,Baoshan Qu,bsq,BaoshanQu
集贤县,230521,Jixian Xian,jxx,JixianXian
友谊县,230522,Youyi Xian,yyx,YouyiXian
宝清县,230523,Baoqing Xian,bqx,BaoqingXian
饶河县,230524,Raohe Xian,rhx,RaoheXian
大庆市,230600,Daqing Shi,dqs,DaqingShi
萨尔图区,230602,Sa&#39;ertu Qu,setq,SaertuQu
龙凤区,230603,Longfeng Qu,lfq,LongfengQu
让胡路区,230604,Ranghulu Qu,rhlq,RanghuluQu
红岗区,230605,Honggang Qu,hgq,HonggangQu
大同区,230606,Datong Qu,dtq,DatongQu
肇州县,230621,Zhaozhou Xian,zzx,ZhaozhouXian
肇源县,230622,Zhaoyuan Xian,zyx,ZhaoyuanXian
林甸县,230623,Lindian Xian,ldx,LindianXian
杜尔伯特蒙古族自治县,230624,Du&#39;erbete Mengguzu Zizhixian,debtmgzzzx,DuerbeteMengguzuZizhixian
伊春市,230700,Yichun Shi,ycs,YichunShi
伊美区,230717,YimeiQu,ymq,YimeiQu
乌翠区,230718,Wucui Qu,wcq,WucuiQu
友好区,230719,Youhao Qu,yhq,YouhaoQu
金林区,230751,Jinlin Qu,jstq,JinlinQu
铁力市,230781,Tieli Shi,tls,TieliShi
嘉荫县,230722,Jiayin Xian,jyx,JiayinXian
汤旺县,230723,Tangwanghe Xian,twx,TangwangXian
丰林县,230724,Fenglin Xian,flx,FenglinXian
大箐山县,230725,Daqingshan Xian,dqsx,DaqingshanXian
南岔县,230726,Nancha Xian,ncx,NanchaXian
佳木斯市,230800,Jiamusi Shi,jmss,JiamusiShi
前进区,230804,Qianjin Qu,qjq,QianjinQu
向阳区,230803,Xiangyang Qu,xyq,XiangyangQu
东风区,230805,Dongfeng Qu,dfq,DongfengQu
郊区,230811,Jiao Qu,jq,JiaoQu
同江市,230881,Tongjiang Shi,tjs,TongjiangShi
富锦市,230882,Fujin Shi,fjs,FujinShi
抚远市,230883,Wuyuan Shi,wys,WuyuanShi
桦南县,230822,Huanan Xian,hnx,HuananXian
桦川县,230826,Huachuan Xian,hcx,HuachuanXian
汤原县,230828,Tangyuan Xian,tyx,TangyuanXian
七台河市,230900,Qitaihe Shi,qths,QitaiheShi
桃山区,230903,Taoshan Qu,tsq,TaoshanQu
新兴区,230902,Xinxing Qu,xxq,XinxingQu
茄子河区,230904,Qiezihe Qu,qzhq,QieziheQu
勃利县,230921,Boli Xian,blx,BoliXian
牡丹江市,231000,Mudanjiang Shi,mdjs,MudanjiangShi
东安区,231002,Dong&#39;an Qu,daq,DonganQu
阳明区,231003,Yangming Qu,ymq,YangmingQu
爱民区,231004,Aimin Qu,amq,AiminQu
西安区,231005,Xi&#39;an Qu,xaq,XianQu
绥芬河市,231081,Suifenhe Shi,sfhs,SuifenheShi
海林市,231083,Hailin Shi,hls,HailinShi
宁安市,231084,Ning&#39;an Shi,nas,NinganShi
穆棱市,231085,Muling Shi,mls,MulingShi
东宁市,231086,Dongning Shi,dns,DongningShi
林口县,231025,Linkou Xian,lkx,LinkouXian
黑河市,231100,Heihe Shi,hhs,HeiheShi
爱辉区,231102,Aihui Qu,ahq,AihuiQu
北安市,231181,Bei&#39;an Shi,bas,BeianShi
五大连池市,231182,Wudalianchi Shi,wdlcs,WudalianchiShi
嫩江市,231183,Nenjiang Shi,njs,NenjiangShi
逊克县,231123,Xunke Xian,xkx,XunkeXian
孙吴县,231124,Sunwu Xian,swx,SunwuXian
绥化市,231200,Suihua Shi,shs,SuihuaShi
北林区,231202,Beilin Qu,blq,BeilinQu
安达市,231281,Anda Shi,ads,AndaShi
肇东市,231282,Zhaodong Shi,zds,ZhaodongShi
海伦市,231283,Hailun Shi,hls,HailunShi
望奎县,231221,Wangkui Xian,wkx,WangkuiXian
兰西县,231222,Lanxi Xian,lxx,LanxiXian
青冈县,231223,Qinggang Xian,qgx,QinggangXian
庆安县,231224,Qing&#39;an Xian,qax,QinganXian
明水县,231225,Mingshui Xian,msx,MingshuiXian
绥棱县,231226,Suiling Xian,slx,SuilingXian
大兴安岭地区,232700,Daxing&#39;anling Diqu,dxaldq,DaxinganlingDiqu
漠河市,232701,Mohe Shi,mhs,MoheShi
呼玛县,232721,Huma Xian,hmx,HumaXian
塔河县,232722,Tahe Xian,thx,TaheXian
上海市,310000,Shanghai Shi,shs,ShanghaiShi
黄浦区,310101,Huangpu Qu,hpq,HuangpuQu
徐汇区,310104,Xuhui Qu,xhq,XuhuiQu
长宁区,310105,Changning Qu,cnq,ChangningQu
静安区,310106,Jing&#39;an Qu,jaq,JinganQu
普陀区,310107,Putuo Qu,ptq,PutuoQu
虹口区,310109,Hongkou Qu,hkq,HongkouQu
杨浦区,310110,Yangpu Qu,ypq,YangpuQu
闵行区,310112,Minhang Qu,mhq,MinhangQu
宝山区,310113,Baoshan Qu,bsq,BaoshanQu
嘉定区,310114,Jiading Qu,jdq,JiadingQu
浦东新区,310115,Pudong Xinqu,pdxq,PudongXinqu
金山区,310116,Jinshan Qu,jsq,JinshanQu
松江区,310117,Songjiang Qu,sjq,SongjiangQu
青浦区,310118,Qingpu Qu,qpq,QingpuQu
奉贤区,310120,Fengxian Qu,fxq,FengxianQu
崇明区,310151,Chongming Qu,cmq,ChongmingQu
江苏省,320000,Jiangsu Sheng,jss,JiangsuSheng
南京市,320100,Nanjing Shi,njs,NanjingShi
玄武区,320102,Xuanwu Qu,xwq,XuanwuQu
秦淮区,320104,Qinhuai Qu,qhq,QinhuaiQu
建邺区,320105,Jianye Qu,jyq,JianyeQu
鼓楼区,320106,Gulou Qu,glq,GulouQu
浦口区,320111,Pukou Qu,pkq,PukouQu
栖霞区,320113,Qixia Qu,qxq,QixiaQu
雨花台区,320114,Yuhuatai Qu,yhtq,YuhuataiQu
江宁区,320115,Jiangning Qu,jnq,JiangningQu
六合区,320116,Liuhe Qu,lhq,LiuheQu
溧水区,320117,Lishui Qu,lsq,LishuiQu
高淳区,320118,Gaochun Qu,gcq,GaochunQu
无锡市,320200,Wuxi Shi,wxs,WuxiShi
梁溪区,320213,Liangxi Qu,lxq,LiangxiQu
锡山区,320205,Xishan Qu,xsq,XishanQu
惠山区,320206,Huishan Qu,hsq,HuishanQu
滨湖区,320211,Binhu Qu,bhq,BinhuQu
新吴区,320214,Xinwu Qu,xwq,XinwuQu
江阴市,320281,Jiangyin Shi,jys,JiangyinShi
宜兴市,320282,Yixing Shi,yxs,YixingShi
徐州市,320300,Xuzhou Shi,xzs,XuzhouShi
云龙区,320303,Yunlong Qu,ylq,YunlongQu
鼓楼区,320302,Gulou Qu,glq,GulouQu
贾汪区,320305,Jiawang Qu,jwq,JiawangQu
泉山区,320311,Quanshan Qu,qsq,QuanshanQu
铜山区,320312,Tongshan Qu,tsq,TongshanQu
新沂市,320381,Xinyi Shi,xys,XinyiShi
邳州市,320382,Pizhou Shi,pzs,PizhouShi
丰县,320321,Feng Xian,fx,FengXian
沛县,320322,Pei Xian,px,PeiXian
睢宁县,320324,Suining Xian,snx,SuiningXian
常州市,320400,Changzhou Shi,czs,ChangzhouShi
新北区,320411,Xinbei Qu,xbq,XinbeiQu
天宁区,320402,Tianning Qu,tnq,TianningQu
钟楼区,320404,Zhonglou Qu,zlq,ZhonglouQu
武进区,320412,Wujin Qu,wjq,WujinQu
金坛区,320413,Jintan Qu,jtq,JintanQu
溧阳市,320481,Liyang Shi,lys,LiyangShi
苏州市,320500,Suzhou Shi,szs,SuzhouShi
姑苏区,320508,Gusu Qu,gsq,GusuQu
虎丘区,320505,Huqiu Qu,hqq,HuqiuQu
吴中区,320506,Wuzhong Qu,wzq,WuzhongQu
相城区,320507,Xiangcheng Qu,xcq,XiangchengQu
吴江区,320509,Wujiang Qu,wjq,WujiangQu
常熟市,320581,Changshu Shi,css,ChangshuShi
张家港市,320582,Zhangjiagang Shi,zjgs,ZhangjiagangShi
昆山市,320583,Kunshan Shi,kss,KunshanShi
太仓市,320585,Taicang Shi,tcs,TaicangShi
南通市,320600,Nantong Shi,nts,NantongShi
崇川区,320602,Chongchuan Qu,ccq,ChongchuanQu
港闸区,320611,Gangzha Qu,gzq,GangzhaQu
通州区,320612,Tongzhou Qu,tzq,TongzhouQu
启东市,320681,Qidong Shi,qds,QidongShi
如皋市,320682,Rugao Shi,rgs,RugaoShi
海门市,320684,Haimen Shi,hms,HaimenShi
海安市,320685,Hai&#39;an Shi,has,HaianShi
如东县,320623,Rudong Xian,rdx,RudongXian
连云港市,320700,Lianyungang Shi,lygs,LianyungangShi
海州区,320706,Haizhou Qu,hzq,HaizhouQu
连云区,320703,Lianyun Qu,lyq,LianyunQu
赣榆区,320707,Ganyu Qu,gyq,GanyuQu
东海县,320722,Donghai Xian,dhx,DonghaiXian
灌云县,320723,Guanyun Xian,gyx,GuanyunXian
灌南县,320724,Guannan Xian,gnx,GuannanXian
淮安市,320800,Huai&#39;an Shi,has,HuaianShi
淮安区,320803,Huai&#39;an Qu,haq,HuaianQu
淮阴区,320804,Huaiyin Qu,hyq,HuaiyinQu
清江浦区,320812,Qingjianpu Qu,qjpq,QingjianpuQu
洪泽区,320813,Hongze Qu,hzq,HongzeQu
涟水县,320826,Lianshui Xian,lsx,LianshuiXian
盱眙县,320830,Xuyi Xian,xyx,XuyiXian
金湖县,320831,Jinhu Xian,jhx,JinhuXian
盐城市,320900,Yancheng Shi,ycs,YanchengShi
亭湖区,320902,Tinghu Qu,thq,TinghuQu
盐都区,320903,Yandu Qu,ydq,YanduQu
大丰区,320904,Dafeng Qu,dfq,DafengQu
东台市,320981,Dongtai Shi,dts,DongtaiShi
响水县,320921,Xiangshui Xian,xsx,XiangshuiXian
滨海县,320922,Binhai Xian,bhx,BinhaiXian
阜宁县,320923,Funing Xian,fnx,FuningXian
射阳县,320924,Sheyang Xian,syx,SheyangXian
建湖县,320925,Jianhu Xian,jhx,JianhuXian
扬州市,321000,Yangzhou Shi,yzs,YangzhouShi
邗江区,321003,Hanjiang Qu,hjq,HanjiangQu
广陵区,321002,Guangling Qu,glq,GuanglingQu
江都区,321012,Jiangdu Qu,jdq,JiangduQu
仪征市,321081,Yizheng Shi,yzs,YizhengShi
高邮市,321084,Gaoyou Shi,gys,GaoyouShi
宝应县,321023,Baoying Xian,byx,BaoyingXian
镇江市,321100,Zhenjiang Shi,zjs,ZhenjiangShi
京口区,321102,Jingkou Qu,jkq,JingkouQu
润州区,321111,Runzhou Qu,rzq,RunzhouQu
丹徒区,321112,Dantu Qu,dtq,DantuQu
丹阳市,321181,Danyang Shi,dys,DanyangShi
扬中市,321182,Yangzhong Shi,yzs,YangzhongShi
句容市,321183,Jurong Shi,jrs,JurongShi
泰州市,321200,Taizhou Shi,tzs,TaizhouShi
海陵区,321202,Hailing Qu,hlq,HailingQu
高港区,321203,Gaogang Qu,ggq,GaogangQu
姜堰区,321204,Jiangyan Shi,jys,JiangyanShi
兴化市,321281,Xinghua Shi,xhs,XinghuaShi
靖江市,321282,Jingjiang Shi,jjs,JingjiangShi
泰兴市,321283,Taixing Shi,txs,TaixingShi
宿迁市,321300,Suqian Shi,sqs,SuqianShi
宿城区,321302,Sucheng Qu,scq,SuchengQu
宿豫区,321311,Suyu Qu,syq,SuyuQu
沭阳县,321322,Shuyang Xian,syx,ShuyangXian
泗阳县,321323,Siyang Xian,syx,SiyangXian
泗洪县,321324,Sihong Xian,shx,SihongXian
浙江省,330000,Zhejiang Sheng,zjs,ZhejiangSheng
杭州市,330100,Hangzhou Shi,hzs,HangzhouShi
拱墅区,330105,Gongshu Qu,gsq,GongshuQu
上城区,330102,Shangcheng Qu,scq,ShangchengQu
下城区,330103,Xiacheng Qu,xcq,XiachengQu
江干区,330104,Jianggan Qu,jgq,JiangganQu
西湖区,330106,Xihu Qu,xhq,XihuQu
滨江区,330108,Binjiang Qu,bjq,BinjiangQu
萧山区,330109,Xiaoshan Qu,xsq,XiaoshanQu
余杭区,330110,Yuhang Qu,yhq,YuhangQu
富阳区,330111,Fuyang Qu,fyq,FuyangQu
临安区,330112,Lin&#39;an Qu,laq,LinanQu
建德市,330182,Jiande Shi,jds,JiandeShi
桐庐县,330122,Tonglu Xian,tlx,TongluXian
淳安县,330127,Chun&#39;an Xian,cax,ChunanXian
宁波市,330200,Ningbo Shi,nbs,NingboShi
海曙区,330203,Haishu Qu,hsq,HaishuQu
江北区,330205,Jiangbei Qu,jbq,JiangbeiQu
北仑区,330206,Beilun Qu,blq,BeilunQu
镇海区,330211,Zhenhai Qu,zhq,ZhenhaiQu
鄞州区,330212,Yinzhou Qu,yzq,YinzhouQu
奉化区,330213,Fenghua Qu,fhq,FenghuaQu
余姚市,330281,Yuyao Shi,yys,YuyaoShi
慈溪市,330282,Cixi Shi,cxs,CixiShi
象山县,330225,Xiangshan Xian,xsx,XiangshanXian
宁海县,330226,Ninghai Xian,nhx,NinghaiXian
温州市,330300,Wenzhou Shi,wzs,WenzhouShi
鹿城区,330302,Lucheng Qu,lcq,LuchengQu
龙湾区,330303,Longwan Qu,lwq,LongwanQu
瓯海区,330304,Ouhai Qu,ohq,OuhaiQu
洞头区,330305,Dongtou Qu,dtq,DongtouQu
瑞安市,330381,Rui&#39;an Shi,ras,RuianShi
乐清市,330382,Yueqing Shi,yqs,YueqingShi
龙港市,330383,Longgang Shi,lgs,LonggangShi
永嘉县,330324,Yongjia Xian,yjx,YongjiaXian
平阳县,330326,Pingyang Xian,pyx,PingyangXian
苍南县,330327,Cangnan Xian,cnx,CangnanXian
文成县,330328,Wencheng Xian,wcx,WenchengXian
泰顺县,330329,Taishun Xian,tsx,TaishunXian
嘉兴市,330400,Jiaxing Shi,jxs,JiaxingShi
南湖区,330402,Nahu Qu,nhq,NahuQu
